Resistance (Ohm),Voltage (V),Current (A),Power (W)
15000,3.500957,0.0,0.0
14900,3.500957,0.0,0.0
14800,3.500957,0.0,0.0
14700,3.500957,0.0,0.0
14600,0.015271,0.0,0.0
